line_number,content,category,character
1,{{活动信息,default,
2,|名称=「庙趣满堂」,default,
3,|所属版本=2.5,default,
4,|系列活动=,default,
5,|开始时间=2024/09/30 12:00<!--填写示例： 2021/01/06 18:00-->,content,填写示例
6,|开始描述=<!--填写带文字的开始时间描述，留空则与开始时间内容一致-->,default,
7,|结束时间=2024/10/21 03:59<!--填写示例： 2021/01/06 18:00，永久活动请填写 9999/01/01-->,content,填写示例
8,|结束描述=<!--填写带文字的结束时间描述，留空则与结束时间内容一致-->,default,
9,|类型=常规活动、常驻活动<!--版本活动/网页活动/常规活动/特殊活动/额外活动/永久活动-->,default,
10,|TAG=解密、创意<!--选填-->,default,
11,|条件限制=开拓等级≥21级<br>,default,
12,※本内容支持使用「终末视界」提前体验。<br>,default,
13,※建议开拓者完成开拓续闻「仙舟『罗浮』」-「明霄竞武试锋芒•下」后体验本内容。,default,
14,|活动描述=在参加紧张刺激的星天演武仪典之余，不妨放松一下，体验一下罗浮的传统小游戏…权当是大脑按摩吧！,default,
15,|官方公告链接=https://www.bilibili.com/opus/982432539439267860<!--填写原神驻bilibili官方的公告链接，若没有则填写米游社的公告链接 -->,default,
16,|出场人物=<!--填写相关自机角色或NPC，填写示例： 三月七、姬子、丹恒、瓦尔特 -->,content,填写示例
17,|角色获取=<!--可留空-->,default,
18,|光锥获取=<!--可留空-->,default,
19,|装饰获取=<!--可留空-->,default,
20,|介绍语=<!--可留空-->,default,
21,|所属地区=2<!-- 空间站「黑塔」=1，雅利洛-Ⅵ=2，仙舟「罗浮」=3 -->,default,
22,}},default,
23,===活动说明===,default,
24,*活动内共有4个玩法，分别为「枘凿六合」「码放货物」「枘凿六合•Remake」与「大衍万象」。,default,
25,*每个玩法包含3个「简单模式」关卡与3个「困难模式」关卡，完成「简单模式」后，将解锁「困难模式」。,default,
26,*活动开启后，简单模式的「枘凿六合」将会开启；完成该玩法后将解锁下一个玩法，以此类推。,default,
27,==活动玩法==,default,
28,===玩法介绍===,default,
29,<gallery>,default,
30,「庙趣满堂」-玩法介绍.jpg,default,
31,</gallery>,default,
32,===规则说明===,default,
33,<!-- {{折叠|开始|标题=玩法说明一览|折叠=是}},default,
34,{| class=wikitable,default,
35,!活动名•教程图名,default,
36,|[[File:活动名-规则说明01.png|400px]],default,
37,|教程图文本描述,default,
38,|-,default,
39,!活动名•教程图名,default,
40,|[[File:活动名-规则说明02.png|400px]],default,
41,|教程图文本描述,default,
42,|},default,
43,{{折叠|结束}} -->,default,
44,<!-- ==活动剧情==,branch_content,
45,===活动任务===,default,
46,{{#ask:[[分类:活动任务]][[系列任务::~*此处写任务系列名*]],default,
47,|?系列任务,default,
48,|format=outline,default,
49,|sort=任务编号,default,
50,|outlineproperties=系列任务}} -->,default,
51,==活动内容==,default,
52,==活动奖励==,default,
53,===常驻奖励===,default,
54,===限时奖励===,default,
55,===奖励总计===,default,
56,==无名勋礼奖励==,default,
