line_number,content,category,character
1,{{提示|蓝色|宽度=100%|如果选择选项下面对话没变不是BUG了，而是游戏本身对话就是一样的。}},option,开拓者
2,{{任务,default,
3,|任务名称=倘若在午夜醒来,default,
4,|任务地区=匹诺康尼,default,
5,|任务类型=开拓任务,default,
6,|所属版本=2.0,default,
7,|任务描述=千钧一发之际，一位名为「黑天鹅」的忆者及时将你们拉回现实。她知道你现在很急，但希望你先别急，因为眼下你更需要向你的同伴们报个平安——他们一直在等你从昏迷中苏醒。<br>不过，话又说回来了，为什么匹诺康尼的每一位来宾的名字都奇形怪状的？,default,
8,|奖励={{图标|里程|700}}{{图标|星琼|90}}{{图标|漫游指南|9}}{{图标|遗失晶块|6}}{{图标|金表钞|350}}{{图标|《长眠不醒》|1}}{{图标|信用点|100000}},default,
9,|任务条件=完成任务[[犹在镜中]],default,
10,|开放等级=34,default,
11,|相关成就=与你同行的回忆#天空与你之间,default,
12,|相关道具=,default,
13,|相关书籍=,default,
14,|出场人物=三月七、姬子、瓦尔特、黑天鹅、银狼、黄泉、流萤,default,
15,|系列任务=喧哗与骚动,default,
16,|任务编号=10,default,
17,|前置任务=*[[犹在镜中]],default,
18,|后续任务=*[[是谁杀死了…]],default,
19,|任务流程=*与列车组会合,default,
20,*与列车组交谈，讨论黑天鹅的提议,default,
21,*与黑天鹅交谈，答复黑天鹅,default,
22,*进入入梦池,default,
23,*与黑天鹅交谈,default,
24,*尝试唤醒三月七,default,
25,*前往梦境中的大堂,default,
26,*寻找前往大堂的路,default,
27,*进入可疑的电梯,default,
28,*离开这里，继续前往大堂,default,
29,*调查莫名出现的筑梦拼图,default,
30,*找到遗失的碎片,default,
31,*利用梦境的特性打开大门,default,
32,*离开这里，继续前往大堂,default,
33,*前往大堂,default,
34,*调查大堂,default,
35,}},default,
36,==剧情内容==,default,
37,:{{颜色|描述|你再一次从梦中醒来…}},default,
38,*黑天鹅：你醒了啊，小瞌睡虫。看来你做了个好梦。,content,黑天鹅
39,*黑天鹅：如何，有梦到我吗？,content,黑天鹅
40,{{剧情选项,default,
41,|选项1=是你救了我们？,option,开拓者
42,|剧情1=*黑天鹅：我只是帮你们离开了那片忆域，仅此而已。,branch_content,黑天鹅
43,|选项2=我还活着吗…,option,开拓者
44,|选项3=这里是天堂吗…,option,开拓者
45,}},default,
46,*黑天鹅：欢迎来到现实——白日梦酒店——你最熟悉，也是最安全的地方。,content,黑天鹅
47,*黑天鹅：很高兴你的精神状态还算正常，没有受到那片*原始梦境*的影响，运气不错。,content,黑天鹅
48,{{剧情选项,default,
49,|选项1=你是忆庭的忆者…？,option,开拓者
50,|选项2=原始梦境是什么…,option,开拓者
51,|选项3=流萤…她逃出来了吗？,option,开拓者
52,|剧情3=*黑天鹅：呵呵，你很关心那个小姑娘啊。也是，即便在「死亡」面前，她也竭尽所能想要保护你的安全…连我都有些心动了呢。,branch_content,黑天鹅
53,}},default,
54,*黑天鹅：我知道你脑袋里有许多问号，别心急。在那之前，先向担心你的伙伴们报个平安吧。,content,黑天鹅
55,=== 与列车组会合 ===,default,
56,{{任务描述|千钧一发之际，一位名为「黑天鹅」的忆者及时将你们拉回现实。她知道你现在很急，但希望你先别急，因为眼下你更需要向你的同伴们报个平安——他们一直在等你从昏迷中苏醒。<br>不过，话又说回来了，为什么匹诺康尼的每一位来宾的名字都奇形怪状的？|匹诺康尼-「白日梦」酒店-现实}},default,
57,:{{颜色|灰|你走出房间，在楼梯上看到列车组的同伴们聚在一起讨论…}},default,
58,*三月七：好可疑…哪有这么凑巧的事，那女人绝对有问题。,content,三月七
59,*姬子：但她确实找到了开拓者，并救了他/她——眼下只能先听听对方的要求了……,content,姬子
60,*瓦尔特：那位忆者显然是有备而来，谨慎为好。,content,瓦尔特
61,----,default,
62,*黑天鹅：姬子小姐，你看，我如约将这孩子带回来了。,content,黑天鹅
63,*三月七：开拓者，你没事吧！现实和梦里都找不到你，担心死我了……,content,三月七
64,*姬子：你平安无事就好。为你介绍一下——黑天鹅小姐，流光忆庭的忆者。,content,姬子
65,{{剧情选项,default,
66,|选项1=你们已经认识了？,option,开拓者
67,|剧情1=*三月七：嗯。姬子姐姐说，她们是在调查梦境的过程中偶遇的。,branch_content,三月七
68,*黑天鹅：尚且只有一面之缘。但因为你，我们或许能够借此机会加深对彼此的了解呢。,content,黑天鹅
69,|选项2=原来你是姬子的朋友。,option,开拓者
70,|剧情2=*三月七：哎呀，不是啦。姬子姐姐说，她们是在调查梦境的过程中偶遇的。,branch_content,三月七
71,*黑天鹅：目前还不是。但因为你，我们或许能够借此机会加深对彼此的了解呢。,content,黑天鹅
72,}},default,
73,*姬子：所以，开拓者，你怎么会落入那种地方…发生了什么？,content,姬子
74,{{剧情选项|选项1=（告知此前的经历…）}},default,
75,*瓦尔特：所以，袭击你的人是一位身穿红衣，擅长幻术，能变化成他人样貌的女性……,content,瓦尔特
76,*黑天鹅：她名叫「花火」，是混入匹诺康尼的假面愚者…放心，那姑娘暂时不会再打各位的主意了。她一定自以为得逞，正不知在何处得意洋洋呢。,content,黑天鹅
77,*瓦尔特：你似乎很了解她。,content,瓦尔特
78,*黑天鹅：当然，我了解这里的每一个人。在匹诺康尼，所有人都可能说谎…但「记忆」不会。,content,黑天鹅
79,*黑天鹅：所以我有必要向各位澄清一个事实：花火小姐的把戏能令人陷入幻觉，但那片诡异的梦境和她无关，而是源自匹诺康尼本身。,content,黑天鹅
80,*三月七：匹诺康尼…本身？,content,三月七
81,*黑天鹅：还没意识到吗？所谓的「梦想之地」…其实是家族不知用何种手段精心维护的成果，一场设计好的美梦。,content,黑天鹅
82,*黑天鹅：而他/她坠入的那片忆域——那才是梦境原本的样子，混乱、危险、神秘…变幻莫测的迷宫中栖息着记忆的{{注音|野兽|忆域迷因}}……,content,黑天鹅
83,*姬子：…她说的没错。各位，还记得入梦时的景色吗？,content,姬子
84,{{剧情选项,default,
85,|选项1=时钟…,option,开拓者
86,|选项2=鱼群…,option,开拓者
87,|选项3=深海…,option,开拓者
88,}},default,
89,*三月七：咦，原来每个人看到的是一样的么？我记得…然后是一间客房，再通过镜子来到一条长长的走廊……,content,三月七
90,*瓦尔特：「思绪长廊」——酒店的服务人员是这么称呼它的。,content,瓦尔特
