line_number,content,category,character
1,{{提示|蓝色|宽度=100%|如果选择选项下面对话没变不是BUG了，而是游戏本身对话就是一样的。}},option,开拓者
2,{{任务,default,
3,|任务名称=然后，在第八天…,default,
4,|任务地区=匹诺康尼,default,
5,|任务类型=开拓任务,default,
6,|所属版本=2.2,default,
7,|任务描述=黑天鹅向你揭示了一个令人毛骨悚然的事实：原来在与星期日的对抗中，列车组、乃至匹诺康尼所有人都失败了，无人生还。但你与众人已经看穿太一之梦的迷障，将无数沉沦美梦的人从梦中唤醒，并在众愿加持下最终击败「哲学的胎儿」星期日。,content,黑天鹅向你揭示了一个令人毛骨悚然的事实
8,|奖励={{图标|里程|3100}}{{图标|星琼|140}}{{图标|「同谐」之影|1}}{{图标|漫游指南|10}}{{图标|金表钞|550}}{{图标|《多少个这样的清晨》|1}}{{图标|信用点|100000}},default,
9,|任务条件=完成任务[[太阳照常升起]],default,
10,|开放等级=34,default,
11,|相关成就=通往群星的轨道#最后，我们从梦中醒来,default,
12,|相关道具=,default,
13,|相关书籍=,default,
14,|出场人物=黑天鹅、黄泉、丹恒、波提欧、姬子、瓦尔特、三月七、砂金、翡翠、星期日、知更鸟,default,
15,|领取地点=,default,
16,|系列任务=在我们的时代里,default,
17,|任务编号=12,default,
18,|前置任务=*[[太阳照常升起]],default,
19,|后续任务=,default,
20,|任务流程=*听听黑天鹅的睡前故事，并尝试理解现状,default,
21,*向黑天鹅了解状况,default,
22,*（可选）尝试使用「钟表把戏」,default,
23,*前往大堂，与众人会合,default,
24,*与知更鸟交谈,default,
25,*与黄泉作最后的道别,default,
26,}},default,
27,,default,
28,==剧情内容==,default,
29,=== 听听黑天鹅的睡前故事，并尝试理解现状 ===,default,
30,*黑天鹅：无数流星划过今夜的天空…如果选中了正确的那一颗，它将把你的愿望，带向千百个世界。,content,黑天鹅
31,*黑天鹅：你现在感到十分放松了，对吧？那么……,content,黑天鹅
32,*黑天鹅：现在，是时候为你讲一个{{颜色|描述1|小小的睡前故事}}了。,content,黑天鹅
33,*黑天鹅：先说结论吧：{{颜色|描述1|在与星期日的对抗中，列车组的各位、乃至匹诺康尼的所有人都失败了，无人生还}}。,content,黑天鹅
34,*黑天鹅：不过别紧张，事实尽管骇人，但还未到无可挽回的地步。各位仍有一线生机，而我正是为此而来。,content,黑天鹅
35,*黑天鹅：接下来，我将用这张记录了你全部记忆的「空光锥」，为你重新讲述此前发生的一切。而当故事的尾声来临时，相信聪明的你一定会发现……,content,黑天鹅
36,*黑天鹅：在你亲身经历的这段故事中，存在一处{{颜色|描述1|致命的破绽}}——而那一线生机，就藏在这破绽的背后。,content,黑天鹅
37,*黑天鹅：那么，准备好了么？,content,黑天鹅
38,*黑天鹅：还记得吗？当时钟的指针拨回起点，列车启动跃迁，将你送入一场陌生的梦境。虽然摸不着头脑，但那位巡海游侠「黄泉」为你指明了出路。,content,黑天鹅
39,*黑天鹅：你们抵达「白日梦」酒店，在这里{{颜色|描述1|遇到了门童米沙}}，还与公司使节砂金起了冲突。所幸黄泉小姐再次路过，才让你及时脱身。,content,黑天鹅
40,*黑天鹅：随后，你在梦境里救下流萤小姐，与她一起游览了匹诺康尼。你们中途遭遇{{颜色|描述1|假扮成桑博的花火}}，意外坠入了稚子的梦。,content,黑天鹅
41,*黑天鹅：我从「死亡」手中救下二位，可流萤小姐却没能返回现实。她察觉到真相，想要邀你入局，却促成了一起意外的「死亡」。而更可怕的是，你很快便撞上了另一起命案。,content,黑天鹅
42,*黑天鹅：{{颜色|描述1|两起「死亡」}}促使你们决定调查美梦背后的真相。你们想从二人的信息入手，却不得要领，反倒从加拉赫那里得知了有关「钟表匠」的情报。,content,黑天鹅
43,*黑天鹅：与此同时，砂金也在暗中筹备自己的计划，你们被他选为计划的推力。黄泉小姐在激战中拔刀，迫不得已{{颜色|描述1|暴露了「虚无」令使的身份}}。,content,黑天鹅
44,*黑天鹅：这一击不仅将砂金击落，也撕开了美梦与原初忆域的通道。你们抵达流梦礁，得知了{{颜色|描述1|「死亡」实为「沉眠」}}，更得知了梦境、星核乃至门童米沙的真相。,content,黑天鹅
45,*黑天鹅：你们和星期日、知更鸟决定分头寻找封印星核的方法。谁曾想，星期日与「梦主」早就另有图谋，你们终究不得不在谐乐大典的舞台上一决生死。,content,黑天鹅
46,*黑天鹅：终于，故事来到了尾声。你们战胜了他，「开拓」压倒「秩序」，匹诺康尼也得以迎接光明与和平的未来……,content,黑天鹅
47,*黑天鹅：至此，如梦似幻、跌宕起伏的匹诺康尼之旅到此为止了。想必你已经有所察觉了，对吧？,content,黑天鹅
48,*黑天鹅：那一处与已知信息截然相悖的{{颜色|描述1|致命破绽}}，就出现在这部分故事里——,content,黑天鹅
49,{{剧情选项,default,
50,|选项1=在酒店与米沙初次相遇…,option,开拓者
51,|剧情1=*黑天鹅：呵呵，小米沙…或者现在应该称呼他为「钟表匠」先生？,branch_content,黑天鹅
52,*黑天鹅：他身为梦泡中的记忆，却因为心怀「开拓」之志离开了梦泡，竟然还在匹诺康尼开展了一段大冒险……,content,黑天鹅
53,*黑天鹅：可惜这位小米沙说到底也不过是个特别的忆域迷因。就算「开拓」的力量再怎么让他神通广大，唯独一件事是他无论如何也做不到的——,content,黑天鹅
54,*黑天鹅：——{{颜色|描述1|忆域中诞生的生命绝无可能出现在现实中}}。那么，他又为何会在现实的「白日梦」酒店里与你相遇？,content,黑天鹅
55,*黑天鹅：答案很简单：因为他正是那与一切已知信息相悖的{{颜色|描述1|致命破绽}}。而这也意味着，对这段记忆深信不疑的你……,content,黑天鹅
56,*黑天鹅：{{颜色|描述1|此时此刻，仍然身处于梦境中}}。,content,黑天鹅
57,*黑天鹅：醒来吧，开拓者。从这场没有尽头的梦中脱身，回到清醒的世界去——我们都将在那里找到{{注音|答案|一线生机}}。,content,黑天鹅
58,|选项2=被假扮成桑博的花火袭击…,option,开拓者
59,|剧情2=*黑天鹅：花火啊花火，整个故事里最难以捉摸的神秘人物。可惜，她率先领悟到答案是真的，为了搅混水故意袭击你们也是真的。,branch_content,黑天鹅
60,*黑天鹅：对了。她临走前托我给你带个话：「千万要区分现实和想象的界限」……,content,黑天鹅
